IDnum,Buy,Income,Sex,Mailed,Age,Marital Status,Occupation,Education Level,Geographic Location,Online Behavior,Device Usage,Social Media Activity,Loyalty Program Membership,Previous Interactions with Ads,Shopping Preferences,Life Events,Frequency of Purchase,Average Transaction Value,Product Preferences
3448,No,140k-159k,Female,No,55-64,Single,White-Collar,Graduate,Rural,Low,Mobile,Medium,Member,Not Shown,Online,Marriage,Frequent,400-449,Electronics
267,No,160k-179k,Female,No,45-54,Single,Blue-Collar,Bachelor,Rural,Medium,Mobile,High,Member,Clicked,In-store,None,Frequent,200-249,Health & Beauty
262,No,160k-179k,Female,No,55-64,Married,Blue-Collar,Graduate,Suburban,Low,Tablet,Low,Non-Member,Ignored,Online,Childbirth,Rare,350-399,Health & Beauty
4072,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,Low,Non-Member,Ignored,In-store,Marriage,Rare,10-49,Health & Beauty
2774,No,100k-119k,Male,No,35-44,Married,White-Collar,Graduate,Suburban,Low,Mobile,Low,Non-Member,Not Shown,Online,Marriage,Rare,150-199,Electronics
4594,Yes,80k-99k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Rural,Low,Mobile,High,Member,Ignored,Online,Marriage,Rare,350-399,Grocery
1136,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Desktop,High,Non-Member,Not Shown,In-store,None,Frequent,50-99,Electronics
792,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Low,Mobile,Medium,Non-Member,Not Shown,In-store,None,Occasional,50-99,Clothing
1702,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Medium,Non-Member,Clicked,In-store,Marriage,Frequent,10-49,Health & Beauty
308,No,180k-200k,Male,No,55-64,Married,Blue-Collar,Graduate,Suburban,High,Desktop,Medium,Non-Member,Clicked,Online,None,Rare,350-399,Clothing
2020,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Low,Non-Member,Not Shown,In-store,Marriage,Rare,50-99,Clothing
3663,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,High,Desktop,Low,Non-Member,Not Shown,In-store,Marriage,Rare,50-99,Electronics
4006,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Medium,Non-Member,Not Shown,In-store,Childbirth,Occasional,50-99,Electronics
3849,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Tablet,High,Non-Member,Ignored,In-store,Childbirth,Frequent,50-99,Electronics
4275,Yes,140k-159k,Female,Yes,45-54,Married,White-Collar,Graduate,Suburban,High,Mobile,High,Member,Ignored,Online,None,Rare,250-299,Home & Garden
2320,Yes,140k-159k,Female,No,35-44,Married,White-Collar,Bachelor,Urban,High,Mobile,High,Member,Not Shown,Online,Marriage,Frequent,100-149,Health & Beauty
671,Yes,140k-159k,Female,Yes,55-64,Single,Blue-Collar,Bachelor,Rural,Low,Mobile,Low,Member,Not Shown,Online,Childbirth,Frequent,150-199,Health & Beauty
3210,No,180k-200k,Female,No,55-64,Married,White-Collar,Bachelor,Suburban,High,Mobile,Medium,Non-Member,Not Shown,Online,None,Rare,200-249,Electronics
1484,No,180k-200k,Female,No,45-54,Single,White-Collar,Bachelor,Suburban,Medium,Tablet,High,Non-Member,Ignored,Online,Marriage,Occasional,200-249,Electronics
2356,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Tablet,Medium,Non-Member,Not Shown,In-store,None,Rare,50-99,Grocery
4116,No,160k-179k,Male,No,35-44,Single,Blue-Collar,Bachelor,Urban,Medium,Desktop,High,Member,Not Shown,Online,Childbirth,Occasional,450-500,Grocery
1285,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,Low,Mobile,High,Non-Member,Clicked,In-store,Childbirth,Occasional,50-99,Health & Beauty
2275,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Tablet,Medium,Non-Member,Not Shown,In-store,None,Occasional,10-49,Grocery
4506,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,High,Non-Member,Ignored,In-store,Childbirth,Frequent,10-49,Clothing
3148,Yes,160k-179k,Female,Yes,55-64,Married,White-Collar,Graduate,Rural,Low,Desktop,Medium,Member,Not Shown,In-store,Childbirth,Rare,100-149,Home & Garden
4547,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Low,Mobile,Medium,Non-Member,Ignored,In-store,Childbirth,Occasional,10-49,Electronics
670,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Low,Desktop,Medium,Non-Member,Ignored,In-store,Marriage,Frequent,10-49,Clothing
2505,Yes,140k-159k,Male,Yes,45-54,Married,White-Collar,Graduate,Rural,Medium,Tablet,Medium,Member,Not Shown,Online,None,Rare,100-149,Electronics
1586,Yes,80k-99k,Female,Yes,45-54,Married,Blue-Collar,Graduate,Rural,Medium,Mobile,Medium,Non-Member,Ignored,Online,Childbirth,Occasional,350-399,Clothing
2043,Yes,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Medium,Tablet,Medium,Non-Member,Ignored,In-store,Marriage,Occasional,10-49,Health & Beauty
401,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Desktop,Low,Non-Member,Not Shown,In-store,Moving,Frequent,50-99,Electronics
1318,No,160k-179k,Male,No,35-44,Single,Blue-Collar,Bachelor,Suburban,High,Tablet,High,Member,Ignored,Online,Marriage,Occasional,150-199,Health & Beauty
1998,Yes,100k-119k,Male,Yes,45-54,Married,White-Collar,Bachelor,Rural,Medium,Tablet,High,Non-Member,Not Shown,Online,Childbirth,Frequent,200-249,Electronics
2326,Yes,140k-159k,Male,Yes,35-44,Single,Blue-Collar,Graduate,Urban,Medium,Mobile,Medium,Member,Not Shown,Online,None,Occasional,300-349,Electronics
4924,Yes,160k-179k,Male,Yes,45-54,Single,White-Collar,Bachelor,Suburban,Low,Tablet,High,Member,Ignored,Online,None,Occasional,400-449,Home & Garden
755,No,180k-200k,Female,No,35-44,Married,White-Collar,Graduate,Suburban,Low,Desktop,High,Member,Clicked,In-store,Marriage,Rare,450-500,Health & Beauty
4551,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Low,Non-Member,Clicked,In-store,Marriage,Occasional,10-49,Health & Beauty
3602,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,High,Desktop,High,Non-Member,Clicked,In-store,Moving,Rare,10-49,Home & Garden
2819,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Rural,Medium,Mobile,High,Non-Member,Ignored,In-store,Childbirth,Occasional,50-99,Clothing
508,Yes,120k-139k,Female,Yes,45-54,Married,Blue-Collar,Graduate,Suburban,High,Tablet,Low,Member,Not Shown,Online,Marriage,Frequent,100-149,Electronics
367,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Low,Tablet,Medium,Non-Member,Clicked,In-store,Childbirth,Rare,10-49,Home & Garden
4623,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Mobile,High,Non-Member,Ignored,In-store,Childbirth,Rare,10-49,Clothing
3603,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,High,Desktop,Low,Non-Member,Ignored,In-store,Marriage,Occasional,50-99,Health & Beauty
2866,No,100k-119k,Female,Yes,35-44,Married,White-Collar,Bachelor,Urban,Low,Desktop,Low,Member,Not Shown,In-store,Marriage,Occasional,300-349,Home & Garden
3766,Yes,80k-99k,Female,Yes,55-64,Single,White-Collar,Bachelor,Suburban,High,Mobile,Medium,Non-Member,Clicked,Online,Marriage,Occasional,350-399,Health & Beauty
2755,Yes,80k-99k,Male,Yes,45-54,Married,Blue-Collar,Graduate,Urban,Low,Tablet,Medium,Non-Member,Clicked,Online,Moving,Occasional,200-249,Health & Beauty
2701,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Low,Non-Member,Ignored,In-store,Childbirth,Occasional,50-99,Electronics
2543,No,80k-99k,Female,No,35-44,Married,Blue-Collar,Bachelor,Rural,Low,Desktop,High,Member,Not Shown,Online,Childbirth,Occasional,450-500,Home & Garden
2988,Yes,160k-179k,Male,Yes,55-64,Single,Blue-Collar,Graduate,Suburban,Medium,Desktop,High,Member,Clicked,Online,Marriage,Frequent,400-449,Home & Garden
2931,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,Low,Mobile,High,Non-Member,Ignored,In-store,Marriage,Occasional,50-99,Electronics
1543,Yes,180k-200k,Female,No,55-64,Married,Blue-Collar,Bachelor,Suburban,High,Mobile,Medium,Member,Not Shown,In-store,None,Rare,300-349,Electronics
1250,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Mobile,High,Non-Member,Clicked,In-store,Childbirth,Occasional,10-49,Grocery
352,Yes,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Low,Desktop,Low,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Electronics
1057,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Medium,Mobile,Medium,Non-Member,Clicked,In-store,Childbirth,Rare,10-49,Clothing
2358,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Desktop,Medium,Non-Member,Ignored,In-store,Childbirth,Occasional,50-99,Clothing
1769,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,High,Tablet,Medium,Non-Member,Not Shown,In-store,None,Occasional,50-99,Clothing
594,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,Low,Tablet,High,Non-Member,Not Shown,In-store,None,Rare,50-99,Health & Beauty
360,Yes,120k-139k,Male,Yes,45-54,Single,White-Collar,Graduate,Rural,High,Tablet,Medium,Member,Ignored,Online,Moving,Occasional,150-199,Clothing
1240,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,High,Mobile,Low,Non-Member,Clicked,In-store,Moving,Frequent,10-49,Clothing
2997,Yes,80k-99k,Male,Yes,55-64,Married,Blue-Collar,Bachelor,Suburban,High,Tablet,High,Member,Not Shown,Online,Marriage,Occasional,150-199,Health & Beauty
3440,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Medium,Tablet,High,Non-Member,Not Shown,In-store,None,Rare,10-49,Home & Garden
4674,No,100k-119k,Male,No,45-54,Married,Blue-Collar,Bachelor,Rural,Low,Desktop,Low,Member,Clicked,In-store,Marriage,Frequent,250-299,Grocery
1665,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Desktop,High,Non-Member,Ignored,In-store,Moving,Occasional,10-49,Grocery
3648,No,120k-139k,Male,No,45-54,Single,White-Collar,Bachelor,Urban,Medium,Mobile,Low,Member,Clicked,Online,Childbirth,Rare,150-199,Home & Garden
4293,No,120k-139k,Male,Yes,55-64,Married,Blue-Collar,Bachelor,Rural,Low,Desktop,Low,Non-Member,Not Shown,Online,None,Frequent,450-500,Health & Beauty
1257,Yes,80k-99k,Female,Yes,35-44,Single,Blue-Collar,Bachelor,Rural,Medium,Mobile,Low,Member,Not Shown,In-store,Moving,Occasional,350-399,Grocery
3154,Yes,160k-179k,Male,Yes,35-44,Single,White-Collar,Graduate,Urban,Low,Mobile,Medium,Non-Member,Clicked,Online,Moving,Frequent,450-500,Grocery
2813,Yes,180k-200k,Female,Yes,55-64,Married,Blue-Collar,Bachelor,Suburban,Medium,Mobile,High,Member,Not Shown,Online,Moving,Rare,300-349,Health & Beauty
318,Yes,120k-139k,Female,No,35-44,Married,Blue-Collar,Graduate,Rural,Medium,Mobile,Low,Non-Member,Not Shown,Online,Childbirth,Occasional,250-299,Home & Garden
1497,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Low,Desktop,High,Non-Member,Not Shown,In-store,Moving,Occasional,10-49,Electronics
423,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Tablet,Low,Non-Member,Not Shown,In-store,Childbirth,Rare,50-99,Electronics
1033,No,140k-159k,Male,No,35-44,Single,Blue-Collar,Bachelor,Rural,Low,Desktop,Medium,Member,Ignored,In-store,Moving,Occasional,200-249,Grocery
3708,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Rural,Medium,Desktop,Medium,Non-Member,Not Shown,In-store,None,Occasional,10-49,Health & Beauty
4283,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Medium,Tablet,Low,Non-Member,Not Shown,In-store,Marriage,Occasional,10-49,Grocery
497,Yes,140k-159k,Male,Yes,45-54,Married,White-Collar,Bachelor,Urban,Low,Tablet,High,Member,Ignored,Online,None,Occasional,300-349,Grocery
6,Yes,80k-99k,Female,No,55-64,Single,White-Collar,Bachelor,Rural,High,Mobile,Medium,Non-Member,Ignored,Online,Childbirth,Occasional,250-299,Grocery
1343,Yes,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,Medium,Tablet,High,Non-Member,Clicked,In-store,None,Rare,10-49,Home & Garden
2882,Yes,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,High,Tablet,Low,Non-Member,Ignored,In-store,Marriage,Occasional,10-49,Electronics
3475,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Medium,Mobile,Low,Non-Member,Ignored,In-store,Moving,Rare,10-49,Home & Garden
2762,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Low,Mobile,High,Non-Member,Ignored,In-store,None,Occasional,10-49,Home & Garden
632,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,Low,Desktop,Medium,Non-Member,Not Shown,In-store,Childbirth,Rare,50-99,Clothing
3829,Yes,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Urban,Medium,Mobile,Medium,Non-Member,Clicked,In-store,None,Occasional,10-49,Health & Beauty
879,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,Low,Desktop,High,Non-Member,Clicked,In-store,Childbirth,Frequent,50-99,Grocery
179,Yes,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Mobile,High,Non-Member,Clicked,In-store,Childbirth,Frequent,50-99,Electronics
3260,Yes,80k-99k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Urban,Medium,Tablet,High,Member,Ignored,Online,Childbirth,Occasional,450-500,Electronics
4212,Yes,80k-99k,Male,No,35-44,Married,White-Collar,Bachelor,Rural,Low,Tablet,Low,Member,Clicked,Online,Marriage,Rare,250-299,Home & Garden
4999,No,100k-119k,Male,No,35-44,Single,Blue-Collar,Graduate,Rural,High,Mobile,Medium,Member,Clicked,Online,None,Rare,350-399,Health & Beauty
1877,Yes,140k-159k,Female,Yes,35-44,Single,White-Collar,Graduate,Suburban,Medium,Desktop,High,Non-Member,Clicked,Online,Childbirth,Frequent,450-500,Electronics
582,Yes,180k-200k,Female,No,55-64,Single,White-Collar,Graduate,Rural,Medium,Tablet,Low,Member,Clicked,Online,None,Occasional,250-299,Clothing
3722,No,180k-200k,Female,No,45-54,Single,Blue-Collar,Bachelor,Rural,Medium,Desktop,Low,Member,Clicked,Online,Childbirth,Rare,150-199,Home & Garden
2746,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Urban,Low,Mobile,Low,Non-Member,Clicked,In-store,Childbirth,Occasional,10-49,Health & Beauty
435,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Desktop,High,Non-Member,Not Shown,In-store,None,Occasional,10-49,Health & Beauty
3736,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Tablet,Low,Non-Member,Ignored,In-store,Marriage,Frequent,50-99,Clothing
4631,Yes,160k-179k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Urban,Low,Mobile,Medium,Non-Member,Ignored,Online,Childbirth,Frequent,350-399,Electronics
4877,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Medium,Tablet,High,Non-Member,Not Shown,In-store,Childbirth,Rare,50-99,Home & Garden
82,Yes,160k-179k,Female,Yes,35-44,Married,White-Collar,Bachelor,Rural,High,Desktop,Low,Non-Member,Clicked,Online,Marriage,Rare,300-349,Clothing
933,No,100k-119k,Female,No,55-64,Married,Blue-Collar,Graduate,Rural,Medium,Tablet,Medium,Member,Not Shown,In-store,Childbirth,Frequent,350-399,Electronics
2136,No,180k-200k,Female,No,55-64,Married,Blue-Collar,Graduate,Rural,Low,Tablet,High,Non-Member,Not Shown,In-store,None,Occasional,200-249,Clothing
1292,Yes,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Clicked,In-store,Marriage,Rare,50-99,Clothing
4003,Yes,80k-99k,Female,Yes,55-64,Married,White-Collar,Bachelor,Rural,Low,Tablet,Medium,Member,Clicked,In-store,None,Rare,350-399,Health & Beauty
1137,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Low,Non-Member,Not Shown,In-store,Childbirth,Rare,50-99,Electronics
2330,No,120k-139k,Female,No,55-64,Married,White-Collar,Bachelor,Rural,Low,Mobile,Low,Member,Clicked,In-store,Childbirth,Rare,350-399,Electronics
4345,No,180k-200k,Female,No,55-64,Married,Blue-Collar,Graduate,Rural,Low,Desktop,High,Non-Member,Ignored,Online,None,Rare,350-399,Grocery
2365,No,80k-99k,Female,No,45-54,Married,White-Collar,Graduate,Suburban,High,Desktop,High,Member,Ignored,Online,Moving,Rare,350-399,Clothing
4562,Yes,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Low,Desktop,Medium,Non-Member,Ignored,In-store,Childbirth,Frequent,10-49,Clothing
3220,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,Low,Non-Member,Not Shown,In-store,None,Rare,50-99,Home & Garden
798,No,120k-139k,Male,No,55-64,Single,White-Collar,Bachelor,Urban,Low,Mobile,Low,Member,Clicked,Online,Moving,Frequent,150-199,Grocery
3193,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,High,Tablet,Medium,Non-Member,Ignored,In-store,Marriage,Frequent,50-99,Health & Beauty
2062,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Clicked,In-store,Marriage,Occasional,10-49,Health & Beauty
3317,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Desktop,High,Non-Member,Not Shown,In-store,Moving,Frequent,50-99,Grocery
4593,Yes,120k-139k,Male,Yes,55-64,Married,White-Collar,Bachelor,Urban,Medium,Desktop,Medium,Member,Ignored,Online,Moving,Occasional,200-249,Clothing
1670,No,80k-99k,Female,No,55-64,Married,White-Collar,Graduate,Rural,Low,Desktop,High,Member,Clicked,Online,Moving,Rare,400-449,Grocery
2451,No,140k-159k,Female,No,35-44,Married,Blue-Collar,Bachelor,Rural,Medium,Tablet,Low,Member,Not Shown,Online,None,Frequent,100-149,Home & Garden
4124,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Low,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Rare,10-49,Grocery
3042,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Desktop,Medium,Non-Member,Clicked,In-store,Moving,Occasional,50-99,Home & Garden
2155,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Medium,Tablet,High,Non-Member,Clicked,In-store,None,Frequent,10-49,Electronics
3505,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,Low,Mobile,High,Non-Member,Ignored,In-store,Moving,Occasional,50-99,Health & Beauty
4611,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Low,Desktop,Low,Non-Member,Not Shown,In-store,Childbirth,Occasional,10-49,Electronics
3577,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,High,Tablet,Medium,Non-Member,Not Shown,In-store,None,Frequent,10-49,Grocery
3817,No,100k-119k,Male,No,55-64,Married,White-Collar,Graduate,Suburban,Medium,Mobile,Medium,Non-Member,Ignored,In-store,Childbirth,Rare,100-149,Home & Garden
3149,Yes,120k-139k,Female,Yes,35-44,Married,Blue-Collar,Graduate,Suburban,Low,Desktop,High,Non-Member,Ignored,Online,Moving,Frequent,150-199,Grocery
3474,No,180k-200k,Male,No,35-44,Single,White-Collar,Graduate,Rural,Medium,Desktop,High,Non-Member,Clicked,Online,Childbirth,Frequent,350-399,Grocery
4310,Yes,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Ignored,In-store,None,Rare,50-99,Health & Beauty
3550,Yes,100k-119k,Female,Yes,45-54,Single,White-Collar,Bachelor,Rural,Low,Mobile,Medium,Non-Member,Not Shown,Online,Moving,Frequent,250-299,Grocery
536,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Mobile,Medium,Non-Member,Clicked,In-store,Marriage,Rare,10-49,Health & Beauty
849,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Urban,High,Desktop,Medium,Non-Member,Clicked,In-store,Childbirth,Occasional,50-99,Clothing
3542,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Desktop,High,Non-Member,Ignored,In-store,Childbirth,Frequent,50-99,Health & Beauty
4320,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Low,Mobile,High,Non-Member,Not Shown,In-store,Childbirth,Frequent,10-49,Grocery
4796,Yes,80k-99k,Female,No,55-64,Married,White-Collar,Graduate,Rural,Low,Mobile,Low,Member,Ignored,Online,Moving,Occasional,300-349,Clothing
4808,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Urban,Medium,Mobile,High,Non-Member,Ignored,In-store,Moving,Rare,50-99,Clothing
2202,Yes,140k-159k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Urban,Low,Mobile,Medium,Non-Member,Clicked,Online,Marriage,Occasional,250-299,Grocery
3486,Yes,80k-99k,Male,Yes,55-64,Married,White-Collar,Bachelor,Rural,High,Desktop,Low,Member,Clicked,Online,None,Frequent,100-149,Grocery
729,Yes,120k-139k,Female,Yes,55-64,Single,White-Collar,Bachelor,Urban,Low,Mobile,High,Non-Member,Ignored,Online,Marriage,Rare,100-149,Home & Garden
4951,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Medium,Mobile,Low,Non-Member,Clicked,In-store,Moving,Rare,10-49,Clothing
3879,Yes,180k-200k,Male,Yes,45-54,Single,White-Collar,Bachelor,Urban,High,Mobile,High,Non-Member,Clicked,Online,Childbirth,Rare,400-449,Grocery
3012,Yes,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Desktop,Low,Non-Member,Clicked,In-store,Moving,Occasional,50-99,Home & Garden
3656,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Low,Tablet,Medium,Non-Member,Ignored,In-store,Childbirth,Frequent,50-99,Grocery
2849,No,120k-139k,Female,No,45-54,Married,Blue-Collar,Bachelor,Urban,High,Tablet,Low,Member,Ignored,Online,Childbirth,Occasional,100-149,Electronics
4736,Yes,120k-139k,Male,Yes,45-54,Single,Blue-Collar,Bachelor,Urban,Low,Desktop,Low,Non-Member,Clicked,Online,Marriage,Frequent,200-249,Clothing
